Segment,Country,Product,Discount Band,Units Sold,Manufacturing Price,Sale Price,Gross Sales,Discounts,Sales,COGS,Profit,Date,Month Number,Month Name,Year
Government,Germany, Paseo , Medium , 2409.00 , 10.00 , 7.00 , 16863.00 , 1349.04 , 15513.96 , 12045.00 , 3468.96 ,01/09/2013,9, September ,2013
Government,Germany, Paseo , Medium , 1934.00 , 10.00 , 20.00 , 38680.00 , 3094.40 , 35585.60 , 19340.00 , 16245.60 ,01/09/2014,9, September ,2014
Government,Germany, Paseo , Medium , 2146.00 , 10.00 , 350.00 , 751100.00 , 60088.00 , 691012.00 , 557960.00 , 133052.00 ,01/11/2013,11, November ,2013
Government,Germany, Velo , Medium , 2338.00 , 120.00 , 7.00 , 16366.00 , 1309.28 , 15056.72 , 11690.00 , 3366.72 ,01/06/2014,6, June ,2014
Small Business,France, Velo , Medium , 386.00 , 120.00 , 300.00 , 115800.00 , 9264.00 , 106536.00 , 96500.00 , 10036.00 ,01/11/2013,11, November ,2013
Government,France, VTT , Medium , 574.50 , 250.00 , 350.00 , 201075.00 , 16086.00 , 184989.00 , 149370.00 , 35619.00 ,01/04/2014,4, April ,2014
Government,Germany, VTT , Medium , 2338.00 , 250.00 , 7.00 , 16366.00 , 1309.28 , 15056.72 , 11690.00 , 3366.72 ,01/06/2014,6, June ,2014
Government,France, VTT , Medium , 381.00 , 250.00 , 350.00 , 133350.00 , 10668.00 , 122682.00 , 99060.00 , 23622.00 ,01/08/2014,8, August ,2014
Government,Germany, VTT , Medium , 422.00 , 250.00 , 350.00 , 147700.00 , 11816.00 , 135884.00 , 109720.00 , 26164.00 ,01/08/2014,8, August ,2014
Government,Germany, Amarilla , Medium , 1366.00 , 260.00 , 20.00 , 27320.00 , 2185.60 , 25134.40 , 13660.00 , 11474.40 ,01/06/2014,6, June ,2014
Government,Germany, Amarilla , Medium , 1520.00 , 260.00 , 20.00 , 30400.00 , 2432.00 , 27968.00 , 15200.00 , 12768.00 ,01/11/2014,11, November ,2014
Midmarket,Germany, Amarilla , Medium , 711.00 , 260.00 , 15.00 , 10665.00 , 853.20 , 9811.80 , 7110.00 , 2701.80 ,01/12/2014,12, December ,2014
Government,France, Montana , Medium , 1666.00 , 5.00 , 350.00 , 583100.00 , 52479.00 , 530621.00 , 433160.00 , 97461.00 ,01/05/2014,5, May ,2014
Small Business,France, Montana , Medium , 322.00 , 5.00 , 300.00 , 96600.00 , 8694.00 , 87906.00 , 80500.00 , 7406.00 ,01/09/2013,9, September ,2013
Enterprise,France, Montana , Medium , 1857.00 , 5.00 , 125.00 , 232125.00 , 20891.25 , 211233.75 , 222840.00 , (11606.25),01/11/2013,11, November ,2013
Small Business,Germany, Montana , Medium , 334.00 , 5.00 , 300.00 , 100200.00 , 9018.00 , 91182.00 , 83500.00 , 7682.00 ,01/12/2013,12, December ,2013
Midmarket,France, Paseo , Medium , 1227.00 , 10.00 , 15.00 , 18405.00 , 1656.45 , 16748.55 , 12270.00 , 4478.55 ,01/10/2014,10, October ,2014
Small Business,France, Paseo , Medium , 1324.00 , 10.00 , 300.00 , 397200.00 , 35748.00 , 361452.00 , 331000.00 , 30452.00 ,01/11/2014,11, November ,2014
Channel Partners,Germany, Paseo , Medium , 1775.00 , 10.00 , 12.00 , 21300.00 , 1917.00 , 19383.00 , 5325.00 , 14058.00 ,01/11/2013,11, November ,2013
Government,Germany, Velo , Medium , 1307.00 , 120.00 , 350.00 , 457450.00 , 41170.50 , 416279.50 , 339820.00 , 76459.50 ,01/07/2014,7, July ,2014
Small Business,Germany, VTT , Medium , 2659.00 , 250.00 , 300.00 , 797700.00 , 71793.00 , 725907.00 , 664750.00 , 61157.00 ,01/02/2014,2, February ,2014
Channel Partners,Germany, VTT , Medium , 880.00 , 250.00 , 12.00 , 10560.00 , 950.40 , 9609.60 , 2640.00 , 6969.60 ,01/05/2014,5, May ,2014
Channel Partners,France, VTT , Medium , 2234.00 , 250.00 , 12.00 , 26808.00 , 2412.72 , 24395.28 , 6702.00 , 17693.28 ,01/09/2013,9, September ,2013
Midmarket,France, VTT , Medium , 1227.00 , 250.00 , 15.00 , 18405.00 , 1656.45 , 16748.55 , 12270.00 , 4478.55 ,01/10/2014,10, October ,2014
Midmarket,Germany, Amarilla , Medium , 970.00 , 260.00 , 15.00 , 14550.00 , 1309.50 , 13240.50 , 9700.00 , 3540.50 ,01/11/2013,11, November ,2013
Government,Germany, Carretera , Medium , 663.00 , 3.00 , 20.00 , 13260.00 , 1193.40 , 12066.60 , 6630.00 , 5436.60 ,01/05/2014,5, May ,2014
Channel Partners,Germany, Carretera , Medium , 1580.00 , 3.00 , 12.00 , 18960.00 , 1706.40 , 17253.60 , 4740.00 , 12513.60 ,01/09/2014,9, September ,2014
Government,Germany, Paseo , Medium , 360.00 , 10.00 , 7.00 , 2520.00 , 226.80 , 2293.20 , 1800.00 , 493.20 ,01/10/2014,10, October ,2014
Channel Partners,France, Velo , Medium , 1967.00 , 120.00 , 12.00 , 23604.00 , 2124.36 , 21479.64 , 5901.00 , 15578.64 ,01/03/2014,3, March ,2014
Government,Germany, VTT , Medium , 360.00 , 250.00 , 7.00 , 2520.00 , 226.80 , 2293.20 , 1800.00 , 493.20 ,01/10/2014,10, October ,2014
Government,France, VTT , Medium , 2682.00 , 250.00 , 20.00 , 53640.00 , 4827.60 , 48812.40 , 26820.00 , 21992.40 ,01/11/2013,11, November ,2013
Channel Partners,France, Amarilla , Medium , 306.00 , 260.00 , 12.00 , 3672.00 , 330.48 , 3341.52 , 918.00 , 2423.52 ,01/12/2013,12, December ,2013
Enterprise,France, Carretera , High , 1482.00 , 3.00 , 125.00 , 185250.00 , 18525.00 , 166725.00 , 177840.00 , (11115.00),01/12/2013,12, December ,2013
Midmarket,France, Montana , High , 2072.00 , 5.00 , 15.00 , 31080.00 , 3108.00 , 27972.00 , 20720.00 , 7252.00 ,01/12/2014,12, December ,2014
Government,France, Paseo , High , 1954.00 , 10.00 , 20.00 , 39080.00 , 3908.00 , 35172.00 , 19540.00 , 15632.00 ,01/03/2014,3, March ,2014
Midmarket,France, Paseo , High , 2167.00 , 10.00 , 15.00 , 32505.00 , 3250.50 , 29254.50 , 21670.00 , 7584.50 ,01/10/2013,10, October ,2013
Government,Germany, Paseo , High , 241.00 , 10.00 , 20.00 , 4820.00 , 482.00 , 4338.00 , 2410.00 , 1928.00 ,01/10/2014,10, October ,2014
Midmarket,Germany, Velo , High , 681.00 , 120.00 , 15.00 , 10215.00 , 1021.50 , 9193.50 , 6810.00 , 2383.50 ,01/01/2014,1, January ,2014
Midmarket,Germany, Velo , High , 510.00 , 120.00 , 15.00 , 7650.00 , 765.00 , 6885.00 , 5100.00 , 1785.00 ,01/04/2014,4, April ,2014
Government,France, Velo , High , 639.00 , 120.00 , 350.00 , 223650.00 , 22365.00 , 201285.00 , 166140.00 , 35145.00 ,01/07/2014,7, July ,2014
Government,Germany, Velo , High , 241.00 , 120.00 , 20.00 , 4820.00 , 482.00 , 4338.00 , 2410.00 , 1928.00 ,01/10/2014,10, October ,2014
Government,Germany, Velo , High , 2665.00 , 120.00 , 7.00 , 18655.00 , 1865.50 , 16789.50 , 13325.00 , 3464.50 ,01/11/2014,11, November ,2014
Small Business,France, Velo , High , 853.00 , 120.00 , 300.00 , 255900.00 , 25590.00 , 230310.00 , 213250.00 , 17060.00 ,01/12/2014,12, December ,2014
Midmarket,France, VTT , High , 2167.00 , 250.00 , 15.00 , 32505.00 , 3250.50 , 29254.50 , 21670.00 , 7584.50 ,01/10/2013,10, October ,2013
Government,Germany, VTT , High , 1870.00 , 250.00 , 350.00 , 654500.00 , 65450.00 , 589050.00 , 486200.00 , 102850.00 ,01/12/2013,12, December ,2013
Channel Partners,Germany, Amarilla , High , 2574.00 , 260.00 , 12.00 , 30888.00 , 3088.80 , 27799.20 , 7722.00 , 20077.20 ,01/08/2014,8, August ,2014
Midmarket,France, Amarilla , High , 2072.00 , 260.00 , 15.00 , 31080.00 , 3108.00 , 27972.00 , 20720.00 , 7252.00 ,01/12/2014,12, December ,2014
Small Business,France, Amarilla , High , 853.00 , 260.00 , 300.00 , 255900.00 , 25590.00 , 230310.00 , 213250.00 , 17060.00 ,01/12/2014,12, December ,2014
Channel Partners,France, Carretera , High , 1198.00 , 3.00 , 12.00 , 14376.00 , 1581.36 , 12794.64 , 3594.00 , 9200.64 ,01/10/2013,10, October ,2013
Government,France, Paseo , High , 2532.00 , 10.00 , 7.00 , 17724.00 , 1949.64 , 15774.36 , 12660.00 , 3114.36 ,01/04/2014,4, April ,2014
Channel Partners,France, Paseo , High , 1198.00 , 10.00 , 12.00 , 14376.00 , 1581.36 , 12794.64 , 3594.00 , 9200.64 ,01/10/2013,10, October ,2013
Channel Partners,Germany, Velo , High , 472.00 , 120.00 , 12.00 , 5664.00 , 623.04 , 5040.96 , 1416.00 , 3624.96 ,01/10/2014,10, October ,2014
Channel Partners,Germany, Amarilla , High , 472.00 , 260.00 , 12.00 , 5664.00 , 623.04 , 5040.96 , 1416.00 , 3624.96 ,01/10/2014,10, October ,2014
Government,Germany, Carretera , High , 792.00 , 3.00 , 350.00 , 277200.00 , 30492.00 , 246708.00 , 205920.00 , 40788.00 ,01/03/2014,3, March ,2014
Small Business,Germany, Carretera , High , 2811.00 , 3.00 , 300.00 , 843300.00 , 92763.00 , 750537.00 , 702750.00 , 47787.00 ,01/07/2014,7, July ,2014
Enterprise,France, Carretera , High , 2441.00 , 3.00 , 125.00 , 305125.00 , 33563.75 , 271561.25 , 292920.00 , (21358.75),01/10/2014,10, October ,2014
Government,Germany, Montana , High , 766.00 , 5.00 , 350.00 , 268100.00 , 29491.00 , 238609.00 , 199160.00 , 39449.00 ,01/01/2014,1, January ,2014
Government,Germany, Montana , High , 2992.00 , 5.00 , 20.00 , 59840.00 , 6582.40 , 53257.60 , 29920.00 , 23337.60 ,01/10/2013,10, October ,2013
Channel Partners,France, Paseo , High , 2425.50 , 10.00 , 12.00 , 29106.00 , 3201.66 , 25904.34 , 7276.50 , 18627.84 ,01/07/2014,7, July ,2014
Enterprise,France, Paseo , High , 2441.00 , 10.00 , 125.00 , 305125.00 , 33563.75 , 271561.25 , 292920.00 , (21358.75),01/10/2014,10, October ,2014
Government,Germany, Paseo , High , 2992.00 , 10.00 , 20.00 , 59840.00 , 6582.40 , 53257.60 , 29920.00 , 23337.60 ,01/10/2013,10, October ,2013
Government,France, Velo , High , 2805.00 , 120.00 , 20.00 , 56100.00 , 6171.00 , 49929.00 , 28050.00 , 21879.00 ,01/09/2013,9, September ,2013
Channel Partners,France, VTT , High , 1734.00 , 250.00 , 12.00 , 20808.00 , 2288.88 , 18519.12 , 5202.00 , 13317.12 ,01/01/2014,1, January ,2014
Enterprise,Germany, Amarilla , High , 3165.00 , 260.00 , 125.00 , 395625.00 , 43518.75 , 352106.25 , 379800.00 , (27693.75),01/01/2014,1, January ,2014
Enterprise,France, Amarilla , High , 1433.00 , 260.00 , 125.00 , 179125.00 , 19703.75 , 159421.25 , 171960.00 , (12538.75),01/05/2014,5, May ,2014
Small Business,France, Montana , High , 1773.00 , 5.00 , 300.00 , 531900.00 , 63828.00 , 468072.00 , 443250.00 , 24822.00 ,01/04/2014,4, April ,2014
Small Business,France, Montana , High , 1186.00 , 5.00 , 300.00 , 355800.00 , 42696.00 , 313104.00 , 296500.00 , 16604.00 ,01/12/2013,12, December ,2013
Government,France, Paseo , High , 1594.00 , 10.00 , 350.00 , 557900.00 , 66948.00 , 490952.00 , 414440.00 , 76512.00 ,01/11/2014,11, November ,2014
Small Business,Germany, Paseo , High , 1359.00 , 10.00 , 300.00 , 407700.00 , 48924.00 , 358776.00 , 339750.00 , 19026.00 ,01/11/2014,11, November ,2014
Midmarket,France, VTT , High , 3874.50 , 250.00 , 15.00 , 58117.50 , 6974.10 , 51143.40 , 38745.00 , 12398.40 ,01/07/2014,7, July ,2014
Government,France, Amarilla , High , 3421.50 , 260.00 , 7.00 , 23950.50 , 2874.06 , 21076.44 , 17107.50 , 3968.94 ,01/07/2014,7, July ,2014
Government,France, Carretera , High , 2521.50 , 3.00 , 20.00 , 50430.00 , 6051.60 , 44378.40 , 25215.00 , 19163.40 ,01/01/2014,1, January ,2014
Government,Germany, Paseo , High , 1531.00 , 10.00 , 20.00 , 30620.00 , 3674.40 , 26945.60 , 15310.00 , 11635.60 ,01/12/2014,12, December ,2014
Government,France, VTT , High , 1491.00 , 250.00 , 7.00 , 10437.00 , 1252.44 , 9184.56 , 7455.00 , 1729.56 ,01/03/2014,3, March ,2014
Government,Germany, VTT , High , 1531.00 , 250.00 , 20.00 , 30620.00 , 3674.40 , 26945.60 , 15310.00 , 11635.60 ,01/12/2014,12, December ,2014
Government,France, Carretera , High , 1790.00 , 3.00 , 350.00 , 626500.00 , 81445.00 , 545055.00 , 465400.00 , 79655.00 ,01/03/2014,3, March ,2014
Government,Germany, Carretera , High , 442.00 , 3.00 , 20.00 , 8840.00 , 1149.20 , 7690.80 , 4420.00 , 3270.80 ,01/09/2013,9, September ,2013
Small Business,Germany, Paseo , High , 807.00 , 10.00 , 300.00 , 242100.00 , 31473.00 , 210627.00 , 201750.00 , 8877.00 ,01/01/2014,1, January ,2014
Government,Germany, Paseo , High , 2708.00 , 10.00 , 20.00 , 54160.00 , 7040.80 , 47119.20 , 27080.00 , 20039.20 ,01/02/2014,2, February ,2014
Government,France, Paseo , High , 2696.00 , 10.00 , 7.00 , 18872.00 , 2453.36 , 16418.64 , 13480.00 , 2938.64 ,01/08/2014,8, August ,2014
Government,Germany, Paseo , High , 357.00 , 10.00 , 350.00 , 124950.00 , 16243.50 , 108706.50 , 92820.00 , 15886.50 ,01/11/2014,11, November ,2014
Channel Partners,Germany, Paseo , High , 1013.00 , 10.00 , 12.00 , 12156.00 , 1580.28 , 10575.72 , 3039.00 , 7536.72 ,01/12/2014,12, December ,2014
Midmarket,France, Velo , High , 3997.50 , 120.00 , 15.00 , 59962.50 , 7795.13 , 52167.38 , 39975.00 , 12192.38 ,01/01/2014,1, January ,2014
Government,France, Velo , High , 1190.00 , 120.00 , 7.00 , 8330.00 , 1082.90 , 7247.10 , 5950.00 , 1297.10 ,01/06/2014,6, June ,2014
Midmarket,Germany, Velo , High , 660.00 , 120.00 , 15.00 , 9900.00 , 1287.00 , 8613.00 , 6600.00 , 2013.00 ,01/09/2013,9, September ,2013
Channel Partners,Germany, Velo , High , 1013.00 , 120.00 , 12.00 , 12156.00 , 1580.28 , 10575.72 , 3039.00 , 7536.72 ,01/12/2014,12, December ,2014
Government,France, Amarilla , High , 1190.00 , 260.00 , 7.00 , 8330.00 , 1082.90 , 7247.10 , 5950.00 , 1297.10 ,01/06/2014,6, June ,2014
Channel Partners,Germany, Amarilla , High , 1770.00 , 260.00 , 12.00 , 21240.00 , 2761.20 , 18478.80 , 5310.00 , 13168.80 ,01/12/2013,12, December ,2013
Government,Germany, Carretera , High , 280.00 , 3.00 , 7.00 , 1960.00 , 274.40 , 1685.60 , 1400.00 , 285.60 ,01/12/2014,12, December ,2014
Government,France, Montana , High , 293.00 , 5.00 , 7.00 , 2051.00 , 287.14 , 1763.86 , 1465.00 , 298.86 ,01/02/2014,2, February ,2014
Midmarket,Germany, Paseo , High , 278.00 , 10.00 , 15.00 , 4170.00 , 583.80 , 3586.20 , 2780.00 , 806.20 ,01/02/2014,2, February ,2014
Channel Partners,France, Paseo , High , 1393.00 , 10.00 , 12.00 , 16716.00 , 2340.24 , 14375.76 , 4179.00 , 10196.76 ,01/10/2014,10, October ,2014
Government,Germany, VTT , High , 280.00 , 250.00 , 7.00 , 1960.00 , 274.40 , 1685.60 , 1400.00 , 285.60 ,01/12/2014,12, December ,2014
Channel Partners,France, Amarilla , High , 1393.00 , 260.00 , 12.00 , 16716.00 , 2340.24 , 14375.76 , 4179.00 , 10196.76 ,01/10/2014,10, October ,2014
Enterprise,France, Carretera , High , 1023.00 , 3.00 , 125.00 , 127875.00 , 17902.50 , 109972.50 , 122760.00 , (12787.50),01/09/2013,9, September ,2013
Midmarket,Germany, Carretera , High , 1513.00 , 3.00 , 15.00 , 22695.00 , 3177.30 , 19517.70 , 15130.00 , 4387.70 ,01/11/2014,11, November ,2014
Government,Germany, Montana , High , 1199.00 , 5.00 , 350.00 , 419650.00 , 58751.00 , 360899.00 , 311740.00 , 49159.00 ,01/04/2014,4, April ,2014
Government,France, Paseo , High , 1731.00 , 10.00 , 7.00 , 12117.00 , 1696.38 , 10420.62 , 8655.00 , 1765.62 ,01/10/2014,10, October ,2014
Government,France, Paseo , High , 1922.00 , 10.00 , 350.00 , 672700.00 , 94178.00 , 578522.00 , 499720.00 , 78802.00 ,01/11/2013,11, November ,2013
Small Business,Germany, Velo , High , 2536.00 , 120.00 , 300.00 , 760800.00 , 106512.00 , 654288.00 , 634000.00 , 20288.00 ,01/11/2013,11, November ,2013
Government,France, VTT , High , 1281.00 , 250.00 , 350.00 , 448350.00 , 62769.00 , 385581.00 , 333060.00 , 52521.00 ,01/12/2013,12, December ,2013
Channel Partners,France, Amarilla , High , 2475.00 , 260.00 , 12.00 , 29700.00 , 4158.00 , 25542.00 , 7425.00 , 18117.00 ,01/08/2014,8, August ,2014
Government,France, Amarilla , High , 1731.00 , 260.00 , 7.00 , 12117.00 , 1696.38 , 10420.62 , 8655.00 , 1765.62 ,01/10/2014,10, October ,2014
Enterprise,France, Carretera , High , 1174.00 , 3.00 , 125.00 , 146750.00 , 22012.50 , 124737.50 , 140880.00 , (16142.50),01/08/2014,8, August ,2014
Enterprise,Germany, Carretera , High , 2767.00 , 3.00 , 125.00 , 345875.00 , 51881.25 , 293993.75 , 332040.00 , (38046.25),01/08/2014,8, August ,2014
Enterprise,Germany, Carretera , High , 1085.00 , 3.00 , 125.00 , 135625.00 , 20343.75 , 115281.25 , 130200.00 , (14918.75),01/10/2014,10, October ,2014
Government,Germany, Paseo , High , 1158.00 , 10.00 , 20.00 , 23160.00 , 3474.00 , 19686.00 , 11580.00 , 8106.00 ,01/03/2014,3, March ,2014
Enterprise,Germany, Paseo , High , 1085.00 , 10.00 , 125.00 , 135625.00 , 20343.75 , 115281.25 , 130200.00 , (14918.75),01/10/2014,10, October ,2014
Midmarket,Germany, Paseo , High , 1175.00 , 10.00 , 15.00 , 17625.00 , 2643.75 , 14981.25 , 11750.00 , 3231.25 ,01/10/2014,10, October ,2014
Government,France, Paseo , High , 293.00 , 10.00 , 20.00 , 5860.00 , 879.00 , 4981.00 , 2930.00 , 2051.00 ,01/12/2014,12, December ,2014
Midmarket,France, Velo , High , 2826.00 , 120.00 , 15.00 , 42390.00 , 6358.50 , 36031.50 , 28260.00 , 7771.50 ,01/05/2014,5, May ,2014
Enterprise,France, Velo , High , 663.00 , 120.00 , 125.00 , 82875.00 , 12431.25 , 70443.75 , 79560.00 , (9116.25),01/09/2014,9, September ,2014
Midmarket,Germany, VTT , High , 492.00 , 250.00 , 15.00 , 7380.00 , 1107.00 , 6273.00 , 4920.00 , 1353.00 ,01/07/2014,7, July ,2014
Midmarket,Germany, VTT , High , 1175.00 , 250.00 , 15.00 , 17625.00 , 2643.75 , 14981.25 , 11750.00 , 3231.25 ,01/10/2014,10, October ,2014
Enterprise,Germany, VTT , High , 552.00 , 250.00 , 125.00 , 69000.00 , 10350.00 , 58650.00 , 66240.00 , (7590.00),01/11/2014,11, November ,2014
Government,France, VTT , High , 293.00 , 250.00 , 20.00 , 5860.00 , 879.00 , 4981.00 , 2930.00 , 2051.00 ,01/12/2014,12, December ,2014
Small Business,France, Amarilla , High , 2475.00 , 260.00 , 300.00 , 742500.00 , 111375.00 , 631125.00 , 618750.00 , 12375.00 ,01/03/2014,3, March ,2014
